Trend,Model,CVE,TargetDate,Pred,Actual,AbsError,SqError,PctError,PredDir,ActualDir,DirCorrect,HistoryPoints,LLM_Used,InputsPath
Monotonic,gemini-1.5-pro,CVE-2025-0159,2025-07-27,1.0,0.0013,0.9987,0.9974016900000001,76823.07692307692,1,-1,0,13,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0159.json
Monotonic,gemini-1.5-pro,CVE-2025-0162,2025-07-07,1.0,0.0022,0.9978,0.99560484,45354.54545454545,1,1,1,5,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0162.json
Monotonic,gemini-1.5-pro,CVE-2025-0170,2025-06-26,1.0,0.0013,0.9987,0.9974016900000001,76823.07692307692,1,1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0170.json
Monotonic,gemini-1.5-pro,CVE-2025-0177,2025-07-08,1.0,0.0015,0.9985,0.9970022500000001,66566.66666666667,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0177.json
Monotonic,gemini-1.5-pro,CVE-2025-0181,2025-07-22,1.0,0.002,0.998,0.996004,49900.0,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0181.json
Monotonic,gemini-1.5-pro,CVE-2025-0182,2025-07-20,1.0,0.0015,0.9985,0.9970022500000001,66566.66666666667,1,1,1,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0182.json
Monotonic,gemini-1.5-pro,CVE-2025-0185,2025-07-20,0.003,0.0043,0.0013,1.69e-06,30.23255813953488,-1,1,0,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0185.json
Monotonic,gemini-1.5-pro,CVE-2025-0187,2025-07-20,1.0,0.0023,0.9977,0.9954052900000001,43378.260869565216,1,1,1,14,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0187.json
Monotonic,gemini-1.5-pro,CVE-2025-0189,2025-07-20,1.0,0.0014000000000000002,0.9986,0.99720196,71328.57142857142,1,1,1,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0189.json
Monotonic,gemini-1.5-pro,CVE-2025-0190,2025-07-20,0.0007,0.0014000000000000002,0.0007000000000000002,4.900000000000003e-07,50.000000000000014,1,1,1,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0190.json
Monotonic,gemini-1.5-pro,CVE-2025-0191,2025-07-20,0.0005,0.0013,0.0007999999999999999,6.399999999999999e-07,61.53846153846153,-1,1,0,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0191.json
Monotonic,gemini-1.5-pro,CVE-2025-0242,2025-07-26,1.0,0.0033,0.9967,0.99341089,30203.030303030308,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0242.json
Monotonic,gemini-1.5-pro,CVE-2025-0247,2025-06-17,1.0,0.0028000000000000004,0.9972,0.9944078399999999,35614.28571428571,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0247.json
Monotonic,gemini-1.5-pro,CVE-2025-0312,2025-07-20,1.0,0.0018,0.9982,0.9964032399999999,55455.555555555555,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0312.json
Monotonic,gemini-1.5-pro,CVE-2025-0315,2025-07-20,1.0,0.0018,0.9982,0.9964032399999999,55455.555555555555,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0315.json
Monotonic,gemini-1.5-pro,CVE-2025-0316,2025-07-19,1.0,0.0074,0.9926,0.9852547600000001,13413.513513513513,1,1,1,15,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0316.json
Monotonic,gemini-1.5-pro,CVE-2025-0317,2025-07-20,1.0,0.0025,0.9975,0.9950062500000001,39900.0,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0317.json
Monotonic,gemini-1.5-pro,CVE-2025-0349,2025-06-19,1.0,0.0043,0.9957,0.99141849,23155.813953488374,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0349.json
Monotonic,gemini-1.5-pro,CVE-2025-0364,2025-07-15,0.04,0.0482,0.008199999999999999,6.723999999999999e-05,17.01244813278008,1,1,1,14,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0364.json
Monotonic,gemini-1.5-pro,CVE-2025-0366,2025-07-12,1.0,0.011200000000000002,0.9888,0.9777254400000001,8828.571428571428,1,-1,0,15,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0366.json
Monotonic,gemini-1.5-pro,CVE-2025-0394,2025-06-24,0.008,0.0055000000000000005,0.0024999999999999996,6.249999999999998e-06,45.45454545454544,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0394.json
Monotonic,gemini-1.5-pro,CVE-2025-0412,2025-06-23,1.0,0.0008,0.9992,0.99840064,124900.0,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0412.json
Monotonic,gemini-1.5-pro,CVE-2025-0423,2025-07-18,1.0,0.0033,0.9967,0.99341089,30203.030303030308,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0423.json
Monotonic,gemini-1.5-pro,CVE-2025-0428,2025-07-02,1.0,0.0043,0.9957,0.99141849,23155.813953488374,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0428.json
Monotonic,gemini-1.5-pro,CVE-2025-0429,2025-07-02,1.0,0.0043,0.9957,0.99141849,23155.813953488374,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0429.json
Monotonic,gemini-1.5-pro,CVE-2025-0434,2025-07-17,1.0,0.0013,0.9987,0.9974016900000001,76823.07692307692,1,1,1,13,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0434.json
Monotonic,gemini-1.5-pro,CVE-2025-0436,2025-07-23,0.002,0.0019,0.00010000000000000005,1.0000000000000008e-08,5.263157894736844,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0436.json
Monotonic,gemini-1.5-pro,CVE-2025-0438,2025-07-16,1.0,0.0019,0.9981,0.99620361,52531.57894736841,1,1,1,12,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0438.json
Monotonic,gemini-1.5-pro,CVE-2025-0443,2025-07-17,0.003,0.0034999999999999996,0.0004999999999999996,2.4999999999999957e-07,14.285714285714274,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0443.json
Monotonic,gemini-1.5-pro,CVE-2025-0444,2025-07-19,0.003,0.0028000000000000004,0.00019999999999999966,3.999999999999986e-08,7.14285714285713,-1,-1,1,12,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0444.json
Monotonic,gemini-1.5-pro,CVE-2025-0445,2025-07-23,1.0,0.0015,0.9985,0.9970022500000001,66566.66666666667,1,1,1,14,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0445.json
Monotonic,gemini-1.5-pro,CVE-2025-0447,2025-07-17,1.0,0.0034999999999999996,0.9965,0.9930122500000002,28471.42857142858,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0447.json
Monotonic,gemini-1.5-pro,CVE-2025-0451,2025-07-19,1.0,0.0022,0.9978,0.99560484,45354.54545454545,1,-1,0,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0451.json
Monotonic,gemini-1.5-pro,CVE-2025-0455,2025-06-26,0.006,0.0042,0.0018000000000000004,3.2400000000000016e-06,42.85714285714287,1,1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0455.json
Monotonic,gemini-1.5-pro,CVE-2025-0456,2025-06-26,1.0,0.0043,0.9957,0.99141849,23155.813953488374,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0456.json
Monotonic,gemini-1.5-pro,CVE-2025-0470,2025-07-11,0.0015,0.0017000000000000001,0.0002000000000000001,4.0000000000000034e-08,11.764705882352946,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0470.json
Monotonic,gemini-1.5-pro,CVE-2025-0471,2025-06-26,1.0,0.0031,0.9969,0.99380961,32158.064516129038,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0471.json
Monotonic,gemini-1.5-pro,CVE-2025-0475,2025-07-26,0.0022,0.0008,0.0014000000000000002,1.9600000000000007e-06,175.00000000000003,1,-1,0,12,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0475.json
Monotonic,gemini-1.5-pro,CVE-2025-0511,2025-07-23,1.0,0.0025,0.9975,0.9950062500000001,39900.0,1,1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0511.json
Monotonic,gemini-1.5-pro,CVE-2025-0520,2025-07-06,1.0,0.004,0.996,0.992016,24900.0,1,1,1,2,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0520.json
Monotonic,gemini-1.5-pro,CVE-2025-0521,2025-07-18,0.001,0.0014000000000000002,0.0004000000000000002,1.6000000000000014e-07,28.57142857142858,1,1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0521.json
Monotonic,gemini-1.5-pro,CVE-2025-0528,2025-06-27,1.0,0.010700000000000001,0.9893,0.9787144899999999,9245.794392523363,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0528.json
Monotonic,gemini-1.5-pro,CVE-2025-0565,2025-06-29,1.0,0.0006,0.9994,0.9988003599999999,166566.6666666667,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-pro__CVE-2025-0565.json
Monotonic,gemini-1.5-flash,CVE-2025-0168,2025-06-11,1.0,0.0001,0.9999,0.9998000100000001,999900.0,1,-1,0,13,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0168.json
Monotonic,gemini-1.5-flash,CVE-2025-0802,2025-07-09,1.0,0.0002,0.9998,0.99960004,499900.0,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0802.json
Monotonic,gemini-1.5-flash,CVE-2025-0847,2025-07-10,1.0,0.0001,0.9999,0.9998000100000001,999900.0,1,-1,0,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0847.json
Monotonic,gemini-1.5-flash,CVE-2025-0849,2025-07-10,0.0,0.0002,0.0002,4e-08,100.0,-1,1,0,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0849.json
Monotonic,gemini-1.5-flash,CVE-2025-0967,2025-07-13,0.0,0.0001,0.0001,1e-08,100.0,-1,-1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0967.json
Monotonic,gemini-1.5-flash,CVE-2025-1339,2025-07-27,1.0,0.0013,0.9987,0.9974016900000001,76823.07692307692,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-1339.json
Monotonic,gemini-1.5-flash,CVE-2025-1369,2025-07-17,1.0,0.0003,0.9997,0.9994000900000001,333233.3333333334,1,-1,0,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-1369.json
Monotonic,gemini-1.5-flash,CVE-2025-1370,2025-07-17,1.0,0.0021,0.9979,0.99580441,47519.04761904762,1,-1,0,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-1370.json
Monotonic,gemini-1.5-flash,CVE-2025-1593,2025-07-23,1.0,0.0004,0.9996,0.9992001600000001,249900.0,1,-1,0,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-1593.json
Monotonic,gemini-1.5-flash,CVE-2025-1596,2025-07-23,1.0,0.0003,0.9997,0.9994000900000001,333233.3333333334,1,-1,0,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-1596.json
Monotonic,gemini-1.5-flash,CVE-2025-1616,2025-07-24,0.001,0.0006,0.0004000000000000001,1.6000000000000006e-07,66.66666666666669,1,-1,0,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-1616.json
Monotonic,gemini-1.5-flash,CVE-2025-1889,2025-07-04,1.0,0.0002,0.9998,0.99960004,499900.0,1,1,1,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-1889.json
Monotonic,gemini-1.5-flash,CVE-2025-3249,2025-06-20,0.01,0.0125,0.0025000000000000005,6.250000000000003e-06,20.000000000000004,-1,-1,1,5,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-3249.json
Monotonic,gemini-1.5-flash,CVE-2025-3544,2025-06-21,0.018,0.0118,0.006199999999999999,3.8439999999999984e-05,52.542372881355924,1,-1,0,5,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-3544.json
Monotonic,gemini-1.5-flash,CVE-2025-4664,2025-07-21,1.0,0.0002,0.9998,0.99960004,499900.0,1,-1,0,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-4664.json
Monotonic,gemini-1.5-flash,CVE-2025-0104,2025-06-21,1.0,0.0018,0.9982,0.9964032399999999,55455.555555555555,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0104.json
Monotonic,gemini-1.5-flash,CVE-2025-0105,2025-06-21,1.0,0.0049,0.9951,0.9902240099999999,20308.163265306124,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0105.json
Monotonic,gemini-1.5-flash,CVE-2025-0106,2025-06-21,1.0,0.0017000000000000001,0.9983,0.9966028899999999,58723.5294117647,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0106.json
Monotonic,gemini-1.5-flash,CVE-2025-0109,2025-07-23,1.0,0.0032,0.9968,0.9936102400000001,31150.0,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0109.json
Monotonic,gemini-1.5-flash,CVE-2025-0110,2025-07-23,1.0,0.0171,0.9829,0.96609241,5747.953216374269,1,1,1,12,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0110.json
Monotonic,gemini-1.5-flash,CVE-2025-0119,2025-06-18,0.005,0.0052,0.00019999999999999966,3.999999999999986e-08,3.8461538461538396,1,1,1,4,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0119.json
Monotonic,gemini-1.5-flash,CVE-2025-0132,2025-07-21,0.001,0.002,0.001,1e-06,50.0,-1,1,0,4,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0132.json
Monotonic,gemini-1.5-flash,CVE-2025-0159,2025-07-27,0.002,0.0013,0.0007000000000000001,4.900000000000002e-07,53.846153846153854,-1,-1,1,13,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0159.json
Monotonic,gemini-1.5-flash,CVE-2025-0162,2025-07-07,1.0,0.0022,0.9978,0.99560484,45354.54545454545,1,1,1,5,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0162.json
Monotonic,gemini-1.5-flash,CVE-2025-0170,2025-06-26,1.0,0.0013,0.9987,0.9974016900000001,76823.07692307692,1,1,1,10,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0170.json
Monotonic,gemini-1.5-flash,CVE-2025-0177,2025-07-08,1.0,0.0015,0.9985,0.9970022500000001,66566.66666666667,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0177.json
Monotonic,gemini-1.5-flash,CVE-2025-0181,2025-07-22,1.0,0.002,0.998,0.996004,49900.0,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0181.json
Monotonic,gemini-1.5-flash,CVE-2025-0182,2025-07-20,0.0006,0.0015,0.0009000000000000001,8.100000000000002e-07,60.00000000000001,-1,1,0,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0182.json
Monotonic,gemini-1.5-flash,CVE-2025-0185,2025-07-20,1.0,0.0043,0.9957,0.99141849,23155.813953488374,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0185.json
Monotonic,gemini-1.5-flash,CVE-2025-0187,2025-07-20,0.0007,0.0023,0.0015999999999999999,2.5599999999999996e-06,69.56521739130434,-1,1,0,14,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0187.json
Monotonic,gemini-1.5-flash,CVE-2025-0189,2025-07-20,1.0,0.0014000000000000002,0.9986,0.99720196,71328.57142857142,1,1,1,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0189.json
Monotonic,gemini-1.5-flash,CVE-2025-0190,2025-07-20,1.0,0.0014000000000000002,0.9986,0.99720196,71328.57142857142,1,1,1,6,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0190.json
Monotonic,gemini-1.5-flash,CVE-2025-0191,2025-07-20,1.0,0.0013,0.9987,0.9974016900000001,76823.07692307692,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0191.json
Monotonic,gemini-1.5-flash,CVE-2025-0242,2025-07-26,1.0,0.0033,0.9967,0.99341089,30203.030303030308,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0242.json
Monotonic,gemini-1.5-flash,CVE-2025-0247,2025-06-17,1.0,0.0028000000000000004,0.9972,0.9944078399999999,35614.28571428571,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0247.json
Monotonic,gemini-1.5-flash,CVE-2025-0312,2025-07-20,0.0006,0.0018,0.0012000000000000001,1.4400000000000002e-06,66.66666666666667,-1,1,0,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0312.json
Monotonic,gemini-1.5-flash,CVE-2025-0315,2025-07-20,1.0,0.0018,0.9982,0.9964032399999999,55455.555555555555,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0315.json
Monotonic,gemini-1.5-flash,CVE-2025-0316,2025-07-19,0.76,0.0074,0.7526,0.5664067600000001,10170.27027027027,1,1,1,15,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0316.json
Monotonic,gemini-1.5-flash,CVE-2025-0317,2025-07-20,1.0,0.0025,0.9975,0.9950062500000001,39900.0,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0317.json
Monotonic,gemini-1.5-flash,CVE-2025-0349,2025-06-19,1.0,0.0043,0.9957,0.99141849,23155.813953488374,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0349.json
Monotonic,gemini-1.5-flash,CVE-2025-0364,2025-07-15,1.0,0.0482,0.9518,0.9059232399999999,1974.688796680498,1,1,1,14,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0364.json
Monotonic,gemini-1.5-flash,CVE-2025-0366,2025-07-12,1.0,0.011200000000000002,0.9888,0.9777254400000001,8828.571428571428,1,-1,0,15,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0366.json
Monotonic,gemini-1.5-flash,CVE-2025-0394,2025-06-24,1.0,0.0055000000000000005,0.9945,0.9890302500000001,18081.81818181818,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0394.json
Monotonic,gemini-1.5-flash,CVE-2025-0412,2025-06-23,1.0,0.0008,0.9992,0.99840064,124900.0,1,1,1,7,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0412.json
Monotonic,gemini-1.5-flash,CVE-2025-0423,2025-07-18,1.0,0.0033,0.9967,0.99341089,30203.030303030308,1,1,1,8,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0423.json
Monotonic,gemini-1.5-flash,CVE-2025-0428,2025-07-02,1.0,0.0043,0.9957,0.99141849,23155.813953488374,1,1,1,9,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0428.json
Monotonic,gemini-1.5-flash,CVE-2025-0429,2025-07-02,0.26,0.0043,0.2557,0.06538248999999999,5946.511627906976,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0429.json
Monotonic,gemini-1.5-flash,CVE-2025-0434,2025-07-17,1.0,0.0013,0.9987,0.9974016900000001,76823.07692307692,1,1,1,13,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0434.json
Monotonic,gemini-1.5-flash,CVE-2025-0436,2025-07-23,0.001,0.0019,0.0009,8.1e-07,47.368421052631575,-1,1,0,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0436.json
Monotonic,gemini-1.5-flash,CVE-2025-0438,2025-07-16,0.001,0.0019,0.0009,8.1e-07,47.368421052631575,-1,1,0,12,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0438.json
Monotonic,gemini-1.5-flash,CVE-2025-0443,2025-07-17,1.0,0.0034999999999999996,0.9965,0.9930122500000002,28471.42857142858,1,1,1,11,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0443.json
Monotonic,gemini-1.5-flash,CVE-2025-0444,2025-07-19,1.0,0.0028000000000000004,0.9972,0.9944078399999999,35614.28571428571,1,-1,0,12,1,/home/xiaoqun/RQ3_Experimants/results_rq3_exp1_llm/llm_inputs/Monotonic__gemini-1.5-flash__CVE-2025-0444.json
